1.759000000000000000e+03,1.760000000000000000e+03
3.020500000000000000e+04,2.852900000000000000e+04
1.588000000000000000e+03,2.620000000000000000e+02
1.853100000000000000e+04,9.020000000000000000e+03
2.800000000000000000e+01,1.000000000000000000e+00
6.851000000000000000e+03,1.100000000000000000e+03
9.590000000000000000e+02,4.231000000000000000e+03
1.048600000000000000e+04,1.968500000000000000e+04
2.420000000000000000e+02,9.380000000000000000e+02
1.925400000000000000e+04,1.805800000000000000e+04
9.450000000000000000e+02,2.040000000000000000e+02
1.875900000000000000e+04,5.018000000000000000e+03
3.400000000000000000e+01,0.000000000000000000e+00
1.194000000000000000e+03,6.692000000000000000e+03
1.084000000000000000e+03,2.276000000000000000e+03
6.338000000000000000e+03,1.930700000000000000e+04
1.787000000000000000e+03,3.022000000000000000e+03
2.872900000000000000e+04,2.840600000000000000e+04
2.590000000000000000e+02,6.100000000000000000e+01
9.695000000000000000e+03,5.197000000000000000e+03
1.690000000000000000e+02,1.500000000000000000e+01
6.252000000000000000e+03,1.019000000000000000e+03
3.600000000000000000e+01,4.000000000000000000e+00
1.904000000000000000e+03,1.320000000000000000e+02
1.320000000000000000e+02,4.000000000000000000e+01
3.865000000000000000e+03,3.862000000000000000e+03
1.580000000000000000e+02,2.600000000000000000e+01
8.095000000000000000e+03,1.648000000000000000e+03
1.080000000000000000e+02,6.000000000000000000e+00
5.662000000000000000e+03,3.430000000000000000e+02
3.700000000000000000e+01,2.000000000000000000e+00
5.940000000000000000e+02,1.443000000000000000e+03
1.440000000000000000e+02,1.100000000000000000e+01
5.076000000000000000e+03,1.444000000000000000e+03
3.170000000000000000e+02,2.000000000000000000e+01
1.364500000000000000e+04,1.069000000000000000e+03
8.230000000000000000e+02,2.200000000000000000e+01
2.083000000000000000e+03,8.300000000000000000e+01
4.230000000000000000e+02,2.000000000000000000e+01
1.006000000000000000e+03,3.900000000000000000e+01
1.110000000000000000e+02,5.000000000000000000e+00
2.880000000000000000e+02,9.000000000000000000e+00
3.680000000000000000e+02,1.300000000000000000e+01
1.022000000000000000e+03,3.800000000000000000e+01
5.260000000000000000e+02,1.600000000000000000e+01
1.362000000000000000e+03,4.500000000000000000e+01
3.470000000000000000e+02,8.000000000000000000e+00
8.250000000000000000e+02,2.800000000000000000e+01
1.160000000000000000e+02,9.000000000000000000e+00
2.920000000000000000e+02,1.000000000000000000e+01
3.260000000000000000e+02,1.500000000000000000e+01
8.560000000000000000e+02,3.500000000000000000e+01
8.110000000000000000e+02,3.700000000000000000e+01
1.894000000000000000e+03,9.100000000000000000e+01
1.160000000000000000e+02,2.310000000000000000e+02
5.747000000000000000e+03,1.029700000000000000e+04
1.160000000000000000e+02,7.000000000000000000e+01
3.697000000000000000e+03,3.750000000000000000e+03
3.800000000000000000e+01,6.000000000000000000e+00
1.461000000000000000e+03,4.370000000000000000e+02
2.600000000000000000e+01,1.560000000000000000e+02
1.078000000000000000e+03,6.721000000000000000e+03
1.200000000000000000e+01,1.930000000000000000e+02
1.717000000000000000e+03,8.394000000000000000e+03
1.600000000000000000e+01,1.170000000000000000e+02
1.525000000000000000e+03,4.907000000000000000e+03
0.000000000000000000e+00,3.800000000000000000e+01
1.260000000000000000e+02,1.910000000000000000e+03
1.600000000000000000e+01,1.390000000000000000e+02
3.600000000000000000e+02,6.170000000000000000e+03
2.000000000000000000e+01,3.000000000000000000e+02
1.083000000000000000e+03,1.437700000000000000e+04
6.900000000000000000e+01,1.190000000000000000e+02
4.317000000000000000e+03,4.393000000000000000e+03
6.000000000000000000e+01,3.200000000000000000e+01
2.983000000000000000e+03,1.239000000000000000e+03
2.100000000000000000e+01,5.000000000000000000e+00
8.370000000000000000e+02,2.030000000000000000e+02
2.800000000000000000e+01,6.200000000000000000e+01
1.196000000000000000e+03,2.976000000000000000e+03
6.600000000000000000e+01,5.300000000000000000e+01
2.790000000000000000e+03,2.789000000000000000e+03
4.000000000000000000e+01,2.800000000000000000e+01
2.703000000000000000e+03,8.410000000000000000e+02
2.000000000000000000e+00,2.000000000000000000e+01
1.920000000000000000e+02,8.500000000000000000e+02
3.100000000000000000e+01,4.000000000000000000e+01
8.330000000000000000e+02,2.735000000000000000e+03
8.700000000000000000e+01,9.500000000000000000e+01
4.494000000000000000e+03,3.972000000000000000e+03
1.576000000000000000e+03,1.390000000000000000e+02
2.244000000000000000e+03,6.260000000000000000e+02
8.140000000000000000e+02,6.100000000000000000e+01
1.061000000000000000e+03,2.440000000000000000e+02
1.950000000000000000e+02,2.000000000000000000e+01
3.050000000000000000e+02,7.600000000000000000e+01
7.680000000000000000e+02,8.100000000000000000e+01
9.810000000000000000e+02,3.660000000000000000e+02
9.850000000000000000e+02,8.000000000000000000e+01
1.423000000000000000e+03,3.450000000000000000e+02
6.760000000000000000e+02,6.000000000000000000e+01
9.650000000000000000e+02,2.070000000000000000e+02
1.660000000000000000e+02,3.300000000000000000e+01
2.170000000000000000e+02,1.230000000000000000e+02
5.880000000000000000e+02,1.140000000000000000e+02
7.860000000000000000e+02,4.180000000000000000e+02
1.395000000000000000e+03,3.140000000000000000e+02
1.622000000000000000e+03,1.051000000000000000e+03
2.700000000000000000e+01,8.570000000000000000e+02
1.300000000000000000e+02,2.284000000000000000e+03
1.500000000000000000e+01,4.480000000000000000e+02
6.700000000000000000e+01,1.063000000000000000e+03
3.000000000000000000e+00,1.100000000000000000e+02
1.000000000000000000e+01,2.900000000000000000e+02
1.100000000000000000e+01,4.410000000000000000e+02
3.100000000000000000e+01,1.118000000000000000e+03
1.600000000000000000e+01,5.910000000000000000e+02
5.400000000000000000e+01,1.388000000000000000e+03
4.000000000000000000e+00,3.490000000000000000e+02
3.300000000000000000e+01,8.810000000000000000e+02
5.000000000000000000e+00,8.600000000000000000e+01
7.000000000000000000e+00,2.730000000000000000e+02
1.300000000000000000e+01,3.820000000000000000e+02
4.300000000000000000e+01,9.380000000000000000e+02
3.500000000000000000e+01,8.610000000000000000e+02
8.100000000000000000e+01,2.145000000000000000e+03
1.480000000000000000e+02,1.674000000000000000e+03
5.750000000000000000e+02,2.304000000000000000e+03
8.700000000000000000e+01,7.530000000000000000e+02
3.340000000000000000e+02,1.074000000000000000e+03
3.700000000000000000e+01,1.680000000000000000e+02
1.220000000000000000e+02,2.230000000000000000e+02
7.300000000000000000e+01,7.870000000000000000e+02
2.350000000000000000e+02,1.140000000000000000e+03
9.600000000000000000e+01,1.014000000000000000e+03
3.680000000000000000e+02,1.500000000000000000e+03
1.150000000000000000e+02,6.200000000000000000e+02
3.800000000000000000e+02,7.930000000000000000e+02
1.600000000000000000e+01,2.040000000000000000e+02
6.100000000000000000e+01,2.920000000000000000e+02
6.800000000000000000e+01,6.430000000000000000e+02
2.090000000000000000e+02,1.019000000000000000e+03
3.170000000000000000e+02,1.365000000000000000e+03
1.165000000000000000e+03,1.580000000000000000e+03
1.027000000000000000e+03,1.053000000000000000e+03
6.920000000000000000e+02,6.980000000000000000e+02
5.350000000000000000e+02,4.920000000000000000e+02
3.500000000000000000e+02,3.010000000000000000e+02
1.490000000000000000e+02,1.460000000000000000e+02
9.100000000000000000e+01,7.300000000000000000e+01
4.830000000000000000e+02,5.260000000000000000e+02
2.790000000000000000e+02,3.690000000000000000e+02
